Customer.ID,Years.customer,Months.customer,Minutes.in.2018,Minutes.onnet,Minutes.offnet,Number.of.SMS,KBs.used,Total.Unique.Calls,Previous.provider,Churn.Status,Customer.Age,Customer.Municipality,Latitude,Longitude,Province,LoginsSite.Last.Month,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice
ADF0063,727,24.23,4395.3528,3350.720082,1044.632718,8,252.875,138,Vodafone,0,18,Krimpenerwaard,51.982222,4.781667,Zuid-Holland,6,11,6,1,45.1722944198771
ADF1391,152,5.07,5810.7,4460.026085,1350.673915,0,1260824.879,369,KPN,0,34,Lelystad,52.518537,5.4714220000000005,Flevoland,5,9,2,1,6.30775771351035
ADF0392,168,5.6,277.68,180.0571847,97.62281531,19,29.4697,2,TELE2,1,56,Almere,52.3507849,5.2647015999999995,Flevoland,3,8,4,1,29.5567105315069
ADF1702,808,26.93,5048.1359999999995,2776.283447,2271.852553,26,59040.6368,131,Ben,1,43,Maassluis,51.9226067,4.254565599999999,Zuid-Holland,2,12,2,1,-1.1946185076441298
ADF0047,4082,136.07,1573.68,1097.2424449999999,476.4375547,0,8.6738,79,T-Mobile,0,46,Rijssen-Holten,52.2925057,6.439998999999999,Overijssel,5,12,1,2,36.9759226158499
ADF1704,3380,112.67,5202.66,3272.953054,1929.706946,134,1322829.836,170,T-Mobile,1,36,Noordoostpolder,52.692622,5.7378425,Flevoland,7,9,4,1,-23.9341995265135
ADF1348,1417,47.23,5419.62,1087.8197519999999,4331.800248,0,2166780.011,660,Telfort,0,18,Zoeterwoude,52.1208305,4.5165697,Zuid-Holland,5,12,5,1,32.3806551826127
ADF1063,118,3.93,1051.74,732.579531,319.160469,102,114262.0723,18,Vodafone,0,75,Maastricht,50.8513682,5.6909725,Limburg,3,14,4,3,41.8238873268908
ADF1997,345,11.5,9955.6872,3461.4596229999997,6494.227577000001,10,46951698.56,150,KPN,1,32,Westland,51.9991757,4.217457,Zuid-Holland,7,10,4,1,5.6750487059902595
ADF0406,1201,40.03,334.1688,47.64124028,286.5275597,24,6.9453,3,TELE2,1,49,Gooise Meren,52.3047615,5.139699,Noord-Holland,4,12,3,1,-3.3972180138427697
ADF1629,99,3.3,851.46,274.9057333,576.5542667000001,0,17733.4561,23,KPN,1,67,Rotterdam,51.9244201,4.4777325999999995,Zuid-Holland,10,10,3,1,28.928614818756397
ADF1593,105,3.5,479.01599999999996,173.2219205,305.7940795,12,2005.1065,9,Vodafone,1,50,Baarn,52.2131825,5.2864096,Utrecht,3,13,3,2,33.0004503907341
ADF0113,113,3.77,4643.58,1002.3891570000001,3641.190843,14,1229.5186,19,TELE2,1,57,Leiderdorp,52.150985399999996,4.5281733,Zuid-Holland,7,14,4,3,10.9686474788796
ADF1502,981,32.7,7251.6024,3806.621774,3444.9806259999996,2,31.3535,883,KPN,0,21,Lansingerland,51.9987144,4.5162627,Zuid-Holland,3,14,12,2,22.8979081429543
ADF0363,239,7.97,158.71200000000002,82.72850938,75.98349062,14,0.6953,5,KPN,1,45,Amsterdam,52.3702157,4.895167900000001,Noord-Holland,7,8,3,1,17.802106424564897
ADF1249,1341,44.7,4013.2488,2779.60513,1233.64367,36,213.0723,262,0,0,26,Tilburg,51.560596000000004,5.0919143,Noord-Brabant,9,13,4,7,34.4508964778804
ADF1398,137,4.57,5867.1792,4299.943959,1567.235241,29,214114.5029,127,,0,48,Haarlem,52.3873878,4.6462194000000006,Noord-Holland,5,13,3,6,11.4658000411072
ADF0291,224,7.47,1872.4008,264.77943,1607.6213699999998,9,1434072.1819999998,16,TELE2,0,78,Etten-Leur,51.5868855,4.667138400000001,Noord-Brabant,6,15,2,2,58.5716155723835
ADF1417,3515,117.17,6130.08,1992.966091,4137.113909000001,1,44264.4648,753,TELE2,0,74,Almelo,52.367026700000004,6.668491900000001,Overijssel,5,14,1,1,42.126133295614096
ADF1392,741,24.7,5818.2504,1596.5994660000001,4221.650934,101,38622.8975,152,Ben,0,35,Amersfoort,52.15611129999999,5.3878265999999995,Utrecht,7,11,5,1,40.1628135700669
ADF1278,170,5.67,4422.6312,930.0913307,3492.5398689999997,40,1205828.366,168,T-Mobile,0,23,Zwolle,52.5167747,6.0830219,Overijssel,6,11,1,1,5.76032303541811
ADF1526,830,27.67,7618.9824,3971.069908,3647.9124920000004,0,53822264.18,49,KPN,0,76,Boxmeer,51.6452689,5.9566657,Noord-Brabant,7,15,3,1,28.6534143167973
ADF1575,2285,76.17,355.2144,117.45297509999999,237.76142489999998,0,519.3096,33,TELE2,1,63,Weesp,52.3080507,5.0406217,Noord-Holland,4,14,4,3,0.7578251465655409
ADF1036,1105,36.83,323.28,195.1583104,128.1216896,0,615282.6914,23,KPN,0,38,Dronten,52.5346819,5.721808599999999,Flevoland,6,11,12,1,16.791260149484803
ADF1177,1355,45.17,3046.656,967.2701258,2079.385874,4,709844.5869,52,KPN,0,36,Wassenaar,52.1429096,4.4012129,Zuid-Holland,6,8,2,1,38.9119593828602
ADF1061,936,31.2,1025.94,740.8042132,285.1357868,12,9810.959,43,T-Mobile,0,44,Gennep,51.6978545,5.9726751,Limburg,7,12,11,1,39.242815216965
ADF0414,906,30.2,347.4,232.04103270000002,115.35896729999999,7,69978.7031,2,Vodafone,1,18,Oss,51.761180100000004,5.5140482,Noord-Brabant,6,11,6,1,37.11370069446279
ADF1128,3870,129.0,2479.8,418.1779555,2061.622045,0,28141.0098,100,Telfort,0,2,Amersfoort,52.15611129999999,5.3878265999999995,Utrecht,5,13,3,1,6.4176426981866594
ADF0623,303,10.1,1270.8288,714.5396587,556.2891413,30,0.9883,23,Ben,1,60,Utrecht,52.0907374,5.121420099999999,Utrecht,5,10,4,1,-1.16779416732092
ADF0125,473,15.77,7377.7944,2270.176301,5107.618099,37,5429409.755,537,Telfort,1,77,Velsen,52.4520591,4.6305871,Noord-Holland,6,11,9,1,20.689053183947898
ADF0554,471,15.7,7448.4072,2598.596985,4849.8102149999995,7,7209087.081,530,T-Mobile,1,67,Alphen aan den Rijn,52.12765770000001,4.6688508,Zuid-Holland,4,9,6,3,14.352081789275
ADF1572,544,18.13,304.89599999999996,38.10102702,266.79497299999997,10,56206.7686,13,Telfort,1,50,Den Haag,52.07049779999999,4.300699900000001,Zuid-Holland,10,11,3,1,49.360849216530504
ADF0379,635,21.17,248.88,34.03085261,214.8491474,16,9.8418,3,TELE2,1,22,Dantumadeel,53.272980700000005,5.9859302,Friesland,7,12,3,1,43.657684428372406
ADF0542,206,6.87,5414.328,2451.594388,2962.733612,64,710991.4942,55,T-Mobile,1,60,Leidschendam-Voorburg,52.0877314,4.3993855,Zuid-Holland,4,11,9,2,10.3460030329249
ADF1232,3399,113.3,3701.712,2754.736016,946.9759841,19,4647.8037,58,Telfort,0,40,Oosterhout,51.64102020000001,4.8616901,Noord-Brabant,3,8,4,3,44.3284222152251
ADF1472,706,23.53,6848.448,1524.834928,5323.613072,65,457845.25,105,KPN,0,73,Bladel,51.362963,5.213639499999999,Noord-Brabant,3,11,5,1,15.4524502479191
ADF0369,1350,45.0,198.68400000000003,106.43745220000001,92.24654779,10,656.3877,2,TELE2,1,29,Amsterdam,52.3702157,4.895167900000001,Noord-Holland,5,11,4,1,34.604282375155805
ADF1293,141,4.7,4862.28,3358.402169,1503.877831,50,210613.8564,78,Telfort,0,35,Etten-Leur,51.5868855,4.667138400000001,Noord-Brabant,3,11,8,1,0.519558388793026
ADF1796,125,4.17,8767.68,486.2186763,8281.461324,199,341.1387,218,KPN,1,60,Ede,52.040167499999995,5.6648594,Gelderland,6,15,3,4,33.1881243604985
ADF1362,3341,111.37,5514.396,4094.5211770000005,1419.874823,6,200704.8692,502,T-Mobile,0,88,Eindhoven,51.441642,5.4697225,Noord-Brabant,8,15,4,3,35.6834088199937
ADF0378,1263,42.1,248.52,101.2068886,147.3131114,25,1134.0234,1,TELE2,1,45,Brummen,52.0901666,6.158014499999999,Gelderland,3,12,4,1,21.1308852276645
ADF0387,855,28.5,258.92400000000004,145.5656102,113.3583898,14,4.9688,5,Vodafone,1,24,Goirle,51.523677299999996,5.0641948,Noord-Brabant,5,12,1,1,38.600998630202106
ADF1791,4863,162.1,8400.9624,2096.116415,6304.845985,183,311973.1495,95,Vodafone,1,49,Alphen aan den Rijn,52.12765770000001,4.6688508,Zuid-Holland,7,9,6,1,15.7486661386304
ADF1202,114,3.8,3297.06,1745.691179,1551.368821,7,13.1279,195,Ben,0,18,Coevorden,52.661356700000006,6.741061599999999,Drenthe,7,10,3,2,26.609633363933398
ADF1708,2237,74.57,5348.472,1342.865202,4005.606798,20,455796.5185,447,Ben,1,98,Oldebroek,52.4474448,5.8983168,Gelderland,7,13,4,1,9.29005892164166
ADF1850,2668,88.93,32967.792,14889.55166,18078.24034,35,9890750.658,114,T-Mobile,1,53,Midden-Drenthe,52.8611037,6.5123042,Drenthe,5,13,11,1,-4.10788526836505
ADF1404,3098,103.27,5937.12,1983.1556239999998,3953.964376,1,1290513.913,557,Telfort,0,39,Haarlemmermeer,52.3003784,4.6743594,Noord-Holland,6,10,7,2,16.53108969827
ADF1880,2418,80.6,1186.44,712.3181787999999,474.12182120000006,0,42678.7422,9,Telfort,0,63,Strijen,51.7446835,4.5539197,Zuid-Holland,4,12,5,13,40.969180099215706
ADF1411,2747,91.57,6006.191999999999,3562.5096659999995,2443.682334,2,14016501.09,54,Vodafone,0,51,Hardenberg,52.5754084,6.6166947,Overijssel,8,13,3,1,46.30577135233371
ADF0258,2495,83.17,513.66,340.5875104,173.07248959999998,1,74275.2901,5,TELE2,0,67,De Friese Meren,52.9480029,5.7913877000000005,Friesland,6,12,2,3,26.747665396313
ADF1789,1106,36.87,8293.1904,1910.038633,6383.151767,6,774782.8448,805,T-Mobile,1,41,Uden,51.6631071,5.6239227,Noord-Brabant,3,11,1,3,25.689115310665496
ADF1434,714,23.8,6323.9352,5185.579298,1138.355902,56,1874057.9019999998,239,Telfort,0,22,Oldenzaal,52.3116551,6.9268282999999995,Overijssel,5,13,4,1,32.088496683245204
ADF1163,110,3.67,2870.58,1685.145784,1185.434216,51,262430.7578,137,T-Mobile,0,57,Zwolle,52.5167747,6.0830219,Overijssel,5,11,6,1,16.665110073738898
ADF0555,2185,72.83,7589.82,1650.04828,5939.771720000001,128,438808.2159,165,T-Mobile,1,24,Vianen,51.9902756,5.1030332000000005,Utrecht,7,15,7,15,4.96891940693784
ADF0442,1277,42.57,458.2824,241.3442795,216.9381205,16,102332.8555,4,TELE2,1,55,Uitgeest,52.5312254,4.712045900000001,Noord-Holland,7,16,6,1,28.278595967349702
ADF0490,591,19.7,914.868,283.5484326,631.3195674,34,1106.2207,20,TELE2,1,71,Eindhoven,51.441642,5.4697225,Noord-Brabant,4,14,5,1,27.287832672066497
ADF0612,112,3.73,532.68,123.4836389,409.1963611,0,2771.9062,13,Ben,1,33,Woensdrecht,51.429247499999995,4.3047078,Noord-Brabant,7,13,5,1,16.718851995634598
ADF0438,2694,89.8,450.408,142.60976619999997,307.7982338,37,4824.7158,4,TELE2,1,97,Tilburg,51.560596000000004,5.0919143,Noord-Brabant,5,13,3,1,15.1355793998226
ADF1772,1174,39.13,7805.64,3508.9729509999997,4296.667049000001,2,1831580.459,334,TELE2,1,44,Hoorn,52.642365399999996,5.0602124,Noord-Holland,7,12,5,1,23.7608408952557
ADF0317,109,3.63,2924.4,1663.607861,1260.7921390000001,4,52642.8291,33,Ben,0,37,Gemert-Bakel,51.52234179999999,5.7359912,Noord-Brabant,9,10,5,3,12.353270238378698
ADF1067,132,4.4,1081.428,732.5848682999999,348.84313169999996,0,49.0645,112,Vodafone,0,43,Utrechtse Heuvelrug,52.0522029,5.2824946,Utrecht,3,10,2,1,50.627907290712606
ADF1266,1883,62.77,4272.384,958.9722816999999,3313.411718,19,1863.6113,150,Telfort,0,75,Neerijnen,51.8319019,5.2793557,Gelderland,5,9,6,1,48.732156070208305
ADF0621,662,22.07,1118.4432,84.54593208,1033.897268,18,1752.0635,30,T-Mobile,1,71,Beesel,51.2696984,6.0468338,Limburg,10,13,8,1,31.3449967331955
ADF1437,4155,138.5,6356.724,1574.1364119999998,4782.587588,0,793819.2588,444,Ben,0,68,Zuidplas,52.0067577,4.5827851,Zuid-Holland,3,13,5,1,37.827955856368106
ADF1442,135,4.5,6439.728,3396.146074,3043.5819260000003,0,41440817.15,114,Ben,0,72,Zoetermeer,52.060669,4.494025,Zuid-Holland,1,12,2,1,58.613258831767794
ADF1787,4846,161.53,8204.34,1778.4688850000002,6425.871115,0,3076593.1989999996,597,KPN,1,22,Heemskerk,52.514146,4.6821367,Noord-Holland,10,11,5,12,35.279580317249795
ADF1100,282,9.4,1912.332,1456.616721,455.71527910000003,18,12481926.14,3,KPN,0,28,Zwolle,52.5167747,6.0830219,Overijssel,5,10,5,1,22.571544315485102
ADF0534,651,21.7,4434.3168,1474.781741,2959.535059,137,8560.0986,75,KPN,1,38,Schagen,52.788091200000004,4.8043998,Noord-Holland,8,15,3,1,0.861376266159851
ADF0091,1196,39.87,930.0048,172.9844185,757.0203815,24,254941.6182,13,Telfort,1,51,Leeuwarden,53.20123340000001,5.7999133,Friesland,5,12,6,1,22.364030531929497
ADF1344,377,12.57,5384.04,1295.670841,4088.3691590000003,0,1376099.551,694,Ben,0,50,Roermond,51.19132020000001,5.9877715,Limburg,5,14,2,1,35.109479475633805
ADF0560,452,15.07,10126.08,3393.5783119999996,6732.501687999999,18,12370663.76,578,KPN,1,21,Brummen,52.0901666,6.158014499999999,Gelderland,7,13,6,1,25.311024292720003
ADF1094,931,31.03,1778.52,895.7748129,882.7451871,2,36708.586,55,KPN,0,22,Sint Anthonis,51.6271613,5.8851934,Noord-Brabant,6,12,1,1,19.5540345223749
ADF1145,365,12.17,2697.8304,1757.40558,940.4248203,7,20118693.29,11,Ben,0,46,Dordrecht,51.8132979,4.690092900000001,Zuid-Holland,3,10,5,3,54.1908871789266
ADF0359,172,5.73,142.15200000000002,27.91673623,114.2352638,14,79.1143,2,TELE2,1,29,Meierijstad,51.613703799999996,5.5482128,Noord-Brabant,5,14,6,1,22.4078371268929
ADF0092,174,5.8,940.632,350.3716493,590.2603507,32,201527.4873,23,Vodafone,1,57,Tilburg,51.560596000000004,5.0919143,Noord-Brabant,4,14,1,1,14.811375693797801
ADF0375,942,31.4,238.9824,122.63767779999999,116.3447222,3,75.1768,15,Ben,1,49,Tilburg,51.560596000000004,5.0919143,Noord-Brabant,6,10,1,2,48.4156118379982
ADF1148,120,4.0,2748.4152,618.4835743,2129.931626,0,13718896.96,140,KPN,0,53,Neder-Betuwe,51.9309372,5.574103,Gelderland,8,10,1,1,11.825100331635001
ADF0325,257,8.57,3480.6096,1925.529454,1555.080146,7,32422253.71,32,T-Mobile,0,28,Capelle aan den IJssel,51.9301505,4.5777053,Zuid-Holland,5,12,6,6,45.5023477747289
ADF1656,137,4.57,1179.54,633.2156382000001,546.3243618,0,38424.5,40,Vodafone,1,22,Leiden,52.1601144,4.4970097,Zuid-Holland,8,12,4,1,28.1700954949188
ADF1627,1866,62.2,838.92,520.1770688999999,318.7429311,15,15420.0967,41,Vodafone,1,33,Groningen,53.2193835,6.566501700000001,Groningen,3,10,1,1,-24.6687760505605
ADF1925,-4,-0.13,17392.944,5465.523535,11927.42046,25,305853.3282,642,Vodafone,1,36,Maastricht,50.8513682,5.6909725,Limburg,3,10,4,1,29.108814429453002
ADF1458,1653,55.1,6635.472,5269.7839969999995,1365.688003,14,2959285.291,527,Ben,0,37,Maasgouw,51.167805200000004,5.8841399,Limburg,8,11,1,1,19.881497293290103
ADF1310,813,27.1,5042.795999999999,3453.1484609999998,1589.647539,1,1090308.83,271,KPN,0,56,'s-Hertogenbosch,51.6978162,5.3036748,Noord-Brabant,7,11,8,9,22.6628343384492
ADF0463,1303,43.43,633.36,220.3431982,413.0168018,32,10.5029,11,TELE2,1,95,Dongen,51.6287097,4.938238500000001,Noord-Brabant,7,8,3,1,42.170808848946
ADF1722,984,32.8,5786.4768,3327.017311,2459.459489,59,126.91799999999999,233,T-Mobile,1,18,Heemskerk,52.514146,4.6821367,Noord-Holland,6,10,2,1,33.4108359056752
ADF1963,497,16.57,4724.22,2130.037973,2594.182027,0,648.1895,20,KPN,0,69,Nunspeet,52.3747719,5.769895,Gelderland,8,14,1,5,38.4425266003841
ADF1515,164,5.47,7469.1264,5148.534482999999,2320.591917,2,8571344.329,328,Ben,0,55,Zoetermeer,52.060669,4.494025,Zuid-Holland,4,12,4,1,26.5809728090088
ADF1197,307,10.23,3235.44,1017.493353,2217.9466469999998,10,21856.3565,49,KPN,0,19,Houten,52.0029907,5.1857599,Utrecht,2,12,6,2,45.4514954579308
ADF0280,569,18.97,1419.7704,997.5374816,422.23291839999996,18,9040.2402,52,TELE2,0,64,Heerenveen,52.9605613,5.9205217,Friesland,6,13,12,3,36.8793330279303
ADF0112,2086,69.53,4626.1824,1471.4098210000002,3154.772579,32,875100.6367,222,Telfort,1,46,Zwartewaterland,52.6015125,6.0596251,Overijssel,4,9,3,1,10.3968499829323
ADF0492,3576,119.2,922.404,650.0646278,272.3393722,7,289.2783,37,TELE2,1,49,Bronckhorst,52.0755954,6.1808917999999995,Gelderland,9,11,5,1,30.2842501408348
ADF1158,307,10.23,2841.636,978.7525627,1862.8834370000002,5,3494.3740000000003,96,TELE2,0,32,Zundert,51.470701500000004,4.662355799999999,Noord-Brabant,3,13,1,1,46.80343219141751
ADF1564,1850,61.67,235.68,91.26367619999999,144.41632380000001,18,10.749,4,KPN,1,71,Opsterland,53.039541799999995,6.1153198,Friesland,5,12,3,1,31.686484334102996
ADF1146,745,24.83,2702.7072,1711.2628120000002,991.4443880000001,32,118434.7422,176,TELE2,0,38,Leiden,52.1601144,4.4970097,Zuid-Holland,6,11,4,1,40.354957500753606
ADF1207,1758,58.6,3338.1696,2242.308995,1095.860605,5,190.5137,193,Telfort,0,30,Maasgouw,51.167805200000004,5.8841399,Limburg,5,13,4,1,34.9995106021365
ADF1504,743,24.77,7299.564,3694.180639,3605.383361,9,159984.2959,337,0,0,28,Amstelveen,52.311420700000006,4.870087,Noord-Holland,3,11,4,3,22.6669690725905
ADF1696,243,8.1,4841.6759999999995,414.9615997,4426.7144,7,106262.2588,245,TELE2,1,59,Meppel,52.69212339999999,6.193718700000001,Drenthe,10,12,4,1,5.33529249798601
ADF1649,2111,70.37,1150.08,536.1797362,613.9002638,0,164809.3564,12,KPN,1,24,Utrechtse Heuvelrug,52.0522029,5.2824946,Utrecht,9,10,2,6,33.1714734610394
ADF1429,3382,112.73,6277.968000000001,1807.973243,4469.994757,7,312453.664,364,TELE2,0,64,Ridderkerk,51.8702526,4.6022335,Zuid-Holland,9,9,3,2,45.6902998901511
ADF0087,388,12.93,731.5968,481.062203,250.53459700000002,30,7794.5664,13,Vodafone,1,64,Tilburg,51.560596000000004,5.0919143,Noord-Brabant,1,12,1,1,18.2376414054965
ADF1418,451,15.03,6134.4,4562.237843,1572.162157,11,2651372.8430000003,500,T-Mobile,0,31,Heemskerk,52.514146,4.6821367,Noord-Holland,3,11,2,2,35.540060860787705
ADF1201,2543,84.77,3268.6679999999997,821.6250804,2447.04292,42,968509.3301,822,Vodafone,0,77,Ede,52.040167499999995,5.6648594,Gelderland,2,11,5,1,46.4668166472241
ADF1662,227,7.57,1319.424,826.220094,493.20390599999996,34,35845.0654,55,KPN,1,24,Deurne,51.4642201,5.7950679,Noord-Brabant,5,13,3,1,14.899469368155598
ADF0085,1868,62.27,720.7224,134.6027785,586.1196215,23,440.1846,23,Vodafone,1,51,Haarlemmermeer,52.3003784,4.6743594,Noord-Holland,1,12,6,1,14.8588274532544
ADF0417,105,3.5,361.452,134.7014764,226.7505236,0,1000420.099,2,TELE2,1,59,Best,51.507763700000005,5.3978482,Noord-Brabant,5,10,5,1,14.199941124117801
ADF0311,2812,93.73,2643.0096,1447.9781699999999,1195.03143,7,946863.3144,41,Telfort,0,24,Den Haag,52.07049779999999,4.300699900000001,Zuid-Holland,4,11,5,8,28.9150531926193
ADF0641,1198,39.93,14930.628,9934.727009999999,4995.90099,26,1213104.4340000001,268,Ben,1,53,Heerlen,50.8881742,5.9794988,Limburg,6,10,3,1,51.459901293594896
ADF1834,4236,141.2,15407.7,10431.56533,4976.134672,17,813623.8799,624,KPN,1,41,Almere,52.3507849,5.2647015999999995,Flevoland,5,14,4,1,20.4351806358783
ADF1761,2576,85.87,7333.3224,4177.66726,3155.65514,42,353759.3291,98,Ben,1,31,Westland,51.9991757,4.217457,Zuid-Holland,6,9,5,3,-6.913680627725849
ADF0366,210,7.0,184.7304,97.71672548,87.01367452,7,702.4287,9,TELE2,1,18,Albrandswaard,51.858068100000004,4.423187400000001,Zuid-Holland,9,10,4,1,22.477644077322804
ADF1453,2312,77.07,6563.531999999999,4434.8141350000005,2128.717865,15,459247.2343,63,T-Mobile,0,84,Leusden,52.131793200000004,5.429469200000001,Utrecht,3,14,7,1,34.3371568104596
ADF1171,3192,106.4,2968.38,1855.4666789999999,1112.913321,2,2555.8096,87,TELE2,0,35,Zwolle,52.5167747,6.0830219,Overijssel,6,8,4,1,42.1139437130126
ADF1773,366,12.2,7806.8928,2531.893897,5274.998903,24,266689.4639,1128,TELE2,1,45,De Ronde Venen,52.2066804,4.886772799999999,Utrecht,4,12,4,2,16.2640555498745
ADF1755,129,4.3,6813.12,4144.869557,2668.250443,76,6615818.753,168,KPN,1,76,Utrecht,52.0907374,5.121420099999999,Utrecht,4,13,2,2,18.7902656028248
ADF0460,112,3.73,618.6504,258.1634803,360.4869197,2,1262138.999,13,TELE2,1,36,Bodegraven-Reeuwijk,52.082325899999994,4.746084400000001,Zuid-Holland,7,10,3,1,18.803112436784502
ADF1900,129,4.3,634.572,346.5321536,288.0398464,7,4.5273,34,Telfort,1,51,Leeuwarden,53.20123340000001,5.7999133,Friesland,5,14,4,1,29.3196798385949
ADF1422,3955,131.83,6174.84,4865.889868,1308.950132,24,590660.2422,339,Vodafone,0,85,Groningen,53.2193835,6.566501700000001,Groningen,3,12,6,1,22.9139017163869
ADF1546,793,26.43,40130.88,1126.421909,39004.45809,12,7201706.051,575,T-Mobile,0,62,Gooise Meren,52.3047615,5.139699,Noord-Holland,5,10,2,1,26.853147598727396
ADF1226,517,17.23,3649.3920000000003,2381.256916,1268.135084,2,34119740.49,44,TELE2,0,47,Waterland,52.447049899999996,5.0154751,Noord-Holland,4,9,6,4,27.2325834220293
ADF1070,3479,115.97,1133.4,351.9437668,781.4562332,28,5279.8809,32,Telfort,0,52,Sliedrecht,51.8248681,4.7731624,Zuid-Holland,6,14,4,4,29.3171159561254
ADF1631,974,32.47,878.628,503.7786794,374.8493206,23,900.5996,30,TELE2,1,68,Zwolle,52.5167747,6.0830219,Overijssel,5,17,6,1,42.811252593452295
ADF0470,671,22.37,713.712,17.48289007,696.2291098999999,5,151865.1455,5,TELE2,1,53,Venray,51.5270578,5.975332,Limburg,9,15,3,1,28.0418183699901
ADF0099,1397,46.57,1181.448,676.5353255,504.91267450000004,11,196.5947,48,Vodafone,1,62,Waddinxveen,52.0312972,4.6591318,Zuid-Holland,7,13,3,1,3.30759240411717
ADF0281,1910,63.67,1481.6088,1110.373384,371.2354165,23,13070.3477,174,KPN,0,93,Eindhoven,51.441642,5.4697225,Noord-Brabant,4,17,5,1,41.0355909670046
ADF0105,2132,71.07,3883.2408,1627.237024,2256.003776,15,6050.709,200,Telfort,1,25,Zuidplas,52.0067577,4.5827851,Zuid-Holland,5,11,1,1,25.2683542223677
ADF0473,117,3.9,753.9624,503.72141289999996,250.24098709999998,0,151034.4561,15,TELE2,1,76,Albrandswaard,51.858068100000004,4.423187400000001,Zuid-Holland,5,15,3,2,3.1576195721246805
ADF0383,2793,93.1,254.88,40.33208805,214.54791200000003,12,332.3574,7,TELE2,1,42,'s-Hertogenbosch,51.6978162,5.3036748,Noord-Brabant,4,12,1,1,42.4461553106179
ADF1314,1056,35.2,5083.0392,1331.814017,3751.225183,25,274.0664,415,Telfort,0,64,Schagen,52.788091200000004,4.8043998,Noord-Holland,5,8,4,7,48.2580626841491
ADF0472,942,31.4,750.9,295.63692910000003,455.2630709,2,12096.7159,22,TELE2,1,63,Neder-Betuwe,51.9309372,5.574103,Gelderland,6,15,4,1,21.5995465401273
ADF1031,123,4.1,165.06,29.68736312,135.3726369,2,398.6514,5,KPN,0,38,Almere,52.3507849,5.2647015999999995,Flevoland,3,13,1,1,39.7255696280048
