Customer.ID,Total.Unique.Calls,Total.Call.centre.complaint.calls,Previous.provider,Customer.Age,Customer.Municipality,PricePhone,MonthlySubscriptionPrice,LoginsSite.Last.Month,LoginsSite.Last.6Months,PaidAfterPaymentDate,Years.customer,Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Minutes.offnet,Minutes.onnet,Latitude,Longitude,Province,EndSubscription
ADF0120,100,2,Vodafone,87,Pekela,52.06344421,8.187022267,10,18,3,342,11.4,6652.032,65,4292568.15,4300.23939,2351.79261,53.0852407,6.9778815,Groningen,26-4-2019
ADF0382,3,1,TELE2,37,Rotterdam,-51.47031474,11.55675032,5,16,3,2237,74.57,253.26,5,9426.9219,230.549093,22.71090704,51.9244201,4.4777326,Zuid-Holland,31-3-2019
ADF0469,1,1,TELE2,58,Rotterdam,103.7196649,17.35528388,5,14,1,3384,112.8,712.668,17,174737.1826,198.5315286,514.1364714,51.9244201,4.4777326,Zuid-Holland,4-4-2019
ADF1647,127,1,Telfort,44,Hulst,298.069987,9.872872299,5,14,4,1280,42.67,1126.5048,0,1754292.925,706.5076936,419.9971064,51.276105,4.051236,Zeeland,26-3-2019
ADF1471,776,2,Ben,25,Wassenaar,434.9486821,54.87382845,8,10,3,1678,55.93,6842.22,18,1024.8378,1702.011823,5140.208177,52.1429096,4.4012129,Zuid-Holland,22-11-2018
ADF0586,34,1,Ben,68,Dantumadeel,571.2627532,36.02201844,5,13,0,1837,61.23,2271.48,16,42310.1328,1378.354493,893.1255075,53.2729807,5.9859302,Friesland,6-6-2019
ADF1251,26,1,KPN,29,Amsterdam,466.6699638,63.60292227,7,15,3,1234,41.13,4037.7,35,545083.1172,2847.765654,1189.934346,52.3702157,4.8951679,Noord-Holland,4-2-2019
ADF1812,329,3,Vodafone,51,Alkmaar,111.6692257,17.21432367,2,14,5,126,4.2,10563,92,1181190.631,6652.371931,3910.628069,52.6323813,4.7533754,Noord-Holland,14-4-2019
ADF1990,206,1,Ben,47,Groningen,92.36398646,21.41331248,8,15,2,133,4.43,4462.92,36,1881350.401,2920.815567,1542.104433,53.2193835,6.5665017,Groningen,13-7-2019
ADF1104,278,3,T-Mobile,44,Weert,296.1832739,58.65684223,7,12,0,609,20.3,2019.8448,41,674.7998,1587.427036,432.4177635,51.2519718,5.7138711,Limburg,1-4-2019
ADF0506,16,1,KPN,34,Weesp,206.3679485,21.80299362,6,13,2,2282,76.07,1156.296,20,22163.0821,1004.682012,151.6139878,52.3080507,5.0406217,Noord-Holland,1-6-2019
ADF1507,732,1,TELE2,61,Alphen aan den Rijn,350.6213126,48.30400617,7,13,1,4038,134.6,7337.58,14,274207.4853,2397.57454,4940.00546,52.1276577,4.6688508,Zuid-Holland,3-5-2019
ADF1592,4,1,KPN,73,Nijmegen,-17.54573249,16.0637166,6,8,8,95,3.17,471.36,5,5200.3105,132.494444,338.865556,51.8125626,5.8372264,Gelderland,8-5-2019
ADF1395,370,3,Telfort,52,Vlieland,370.751118,42.0141864,8,12,2,4205,140.17,5838.72,0,215656.4394,4181.729804,1656.990196,53.2501844,4.9514271,Friesland,15-5-2019
ADF1667,436,1,Ben,55,Pijnacker-Nootdorp,128.5655156,31.38680277,3,13,1,3673,122.43,3746.112,21,1675076.255,2197.613525,1548.498475,52.0126985,4.4273555,Zuid-Holland,11-6-2019
ADF1339,398,1,T-Mobile,61,Den Haag,99.91227363,41.20314185,7,14,2,3046,101.53,5327.46,14,76915.0547,2662.931657,2664.528343,52.0704978,4.3006999,Zuid-Holland,7-2-2019
ADF1082,79,1,T-Mobile,83,Almere,299.4872577,41.81003217,8,17,0,120,4,1401.24,4,90.1064,1004.357438,396.8825623,52.3507849,5.2647016,Flevoland,31-5-2019
ADF1227,100,11,TELE2,39,Eersel,424.2492299,37.54470605,5,13,1,117,3.9,3657.54,11,193627.9316,2315.784975,1341.755025,51.3578078,5.3159125,Noord-Brabant,23-12-2018
ADF1077,51,1,Telfort,35,Renkum,357.6618315,25.27781114,5,10,4,138,4.6,1342.7976,74,21134.9131,406.9161379,935.8814621,51.9829826,5.739978,Gelderland,30-5-2019
ADF1198,162,5,TELE2,72,Hof van Twente,299.8665626,34.22484336,3,12,2,4151,138.37,3250.092,0,15912.5723,1190.120477,2059.971523,52.2414268,6.5915549,Overijssel,12-1-2019
ADF0450,4,2,KPN,76,Brunssum,286.3276845,17.77810017,3,13,1,3445,114.83,510.528,29,1541.9365,347.6284972,162.8995028,50.9488959,5.9721662,Limburg,29-6-2019
ADF0043,4,1,TELE2,50,Vlissingen,338.9927389,34.7244094,7,12,0,425,14.17,1130.6904,0,15905941.53,595.7571033,534.9332967,51.4536672,3.5709125,Zeeland,3-3-2019
ADF1468,686,1,KPN,42,Rotterdam,392.31966,34.72477872,4,13,1,418,13.93,6792.8184,66,2477681.597,3612.318941,3180.499459,51.9244201,4.4777326,Zuid-Holland,25-5-2019
ADF1891,144,1,KPN,50,Utrecht,191.4255125,35.9228464,6,12,0,2630,87.67,7458.66,36,1078971.132,2098.377754,5360.282246,52.0907374,5.1214201,Utrecht,17-2-2019
ADF0284,17,1,Telfort,78,Den Haag,108.6023699,18.46596595,6,12,3,504,16.8,1660.44,42,339997.5273,1097.760425,562.6795754,52.0704978,4.3006999,Zuid-Holland,14-3-2019
ADF1117,35,1,Ben,41,Cuijk,392.0106824,19.97431438,1,15,4,1453,48.43,2243.16,37,63943.9473,908.9724627,1334.187537,51.7289266,5.879209,Noord-Brabant,7-2-2019
ADF1550,3,3,KPN,46,Rotterdam,175.3687834,-6.741575644,8,13,1,110,3.67,83.1,0,693.2861,27.93099348,55.16900652,51.9244201,4.4777326,Zuid-Holland,31-5-2019
ADF0514,19,21,KPN,19,'s-Hertogenbosch,-36.42461262,10.67149294,8,13,2,197,6.57,1236.8496,6,300.4922,930.0138967,306.8357033,51.6978162,5.3036748,Noord-Brabant,16-1-2019
ADF0371,1,2,TELE2,57,Rotterdam,446.7406205,-22.28120264,7,12,2,115,3.83,212.88,0,1079.5459,137.8244915,75.0555085,51.9244201,4.4777326,Zuid-Holland,8-3-2019
ADF0308,15,1,TELE2,52,Vaals,603.8171156,39.8787718,6,12,3,2067,68.9,2541.66,136,3854.166,872.3485072,1669.311493,50.7732182,6.0112743,Limburg,17-4-2019
ADF0385,8,1,Ben,65,Roosendaal,165.1308221,12.2894609,5,11,1,929,30.97,257.34,24,21.0293,189.5429661,67.79703394,51.535849,4.4653213,Noord-Brabant,16-5-2019
ADF1425,393,1,TELE2,18,Enschede,232.3716567,36.85460461,6,10,0,3817,127.23,6252.24,10,326820.4102,2450.239436,3802.000564,52.2215372,6.8936619,Overijssel,25-1-2019
ADF0479,12,1,TELE2,53,Blaricum,422.503852,15.76230606,3,10,1,976,32.53,813.5688,22,28.6211,736.4916276,77.07717242,52.2726695,5.2480795,Noord-Holland,9-7-2019
ADF1096,14,2,KPN,83,Hardenberg,488.5474916,-1.206850503,5,10,3,223,7.43,1805.628,0,59700.0996,1273.998581,531.6294193,52.5754084,6.6166947,Overijssel,24-6-2019
ADF1086,69,1,KPN,36,Hoorn,435.2583267,24.09566633,5,11,2,2248,74.93,1540.14,16,4795.3906,1050.958866,489.181134,52.6423654,5.0602124,Noord-Holland,10-5-2019
ADF0305,20,1,T-Mobile,32,Roosendaal,299.0099534,-6.545365917,4,10,5,931,31.03,2438.28,2,4314.3526,952.0428096,1486.23719,51.535849,4.4653213,Noord-Brabant,3-3-2019
ADF1790,207,1,TELE2,53,Den Haag,-63.74275484,27.61855564,8,12,4,240,8,8303.5464,148,39738.3574,5612.180647,2691.365753,52.0704978,4.3006999,Zuid-Holland,19-2-2019
ADF1274,157,1,Vodafone,97,Delft,379.6779824,25.60806765,5,13,4,1628,54.27,4379.976,22,48.2852,2195.411328,2184.564672,52.0115769,4.3570677,Zuid-Holland,3-4-2019
ADF1060,44,1,Ben,75,Alphen aan den Rijn,613.3266142,34.82523018,5,13,1,112,3.73,1025.1984,2,435072.4121,243.3677762,781.8306238,52.1276577,4.6688508,Zuid-Holland,27-9-2019
ADF1410,554,1,KPN,22,Zundert,289.4711548,28.2870053,5,11,2,2615,87.17,5988.54,12,1581541.407,4452.218603,1536.321397,51.4707015,4.6623558,Noord-Brabant,4-1-2019
ADF0312,38,1,Vodafone,68,Veere,406.7562817,22.17675617,5,12,1,769,25.63,2786.16,4,5232139.294,950.109003,1836.050997,51.5482937,3.6660061,Zeeland,1-6-2019
ADF0428,4,1,TELE2,88,Apeldoorn,484.1312938,-6.178755155,7,13,2,197,6.57,387.048,24,334.6318,356.4907318,30.55726821,52.211157,5.9699231,Gelderland,27-2-2019
ADF0584,33,1,Ben,53,Beuningen,395.5278549,-9.690033433,8,15,0,631,21.03,2195.6448,132,3084.3545,589.8471331,1605.797667,51.8597237,5.7691067,Gelderland,4-9-2019
ADF1480,539,1,Vodafone,61,Deventer,332.3657702,13.12658758,7,10,2,1872,62.4,6928.812,12,27260.4551,3497.628716,3431.183284,52.2660751,6.1552165,Overijssel,27-3-2019
ADF1318,345,1,KPN,41,Maastricht,94.96451615,4.801203993,2,13,3,2194,73.13,5196.1128,82,64.7021,3782.372297,1413.740503,50.8513682,5.6909725,Limburg,5-5-2019
ADF1459,290,1,Vodafone,29,Rotterdam,163.7350978,15.67382945,8,11,3,1618,53.93,6666.48,14,1403.2412,4771.202772,1895.277228,51.9244201,4.4777326,Zuid-Holland,13-3-2019
ADF1926,708,3,Vodafone,67,Amsterdam,141.1014226,-0.45119234,3,12,1,944,31.47,17641.08,169,143.9502,11313.09511,6327.984891,52.3702157,4.8951679,Noord-Holland,20-3-2019
ADF1687,279,1,T-Mobile,63,Oosterhout,246.4708033,41.72715464,8,13,1,304,10.13,4605.84,27,896054.166,1645.282192,2960.557808,51.6410202,4.8616901,Noord-Brabant,27-4-2019
ADF1544,1127,2,KPN,31,Hulst,285.0643383,53.36224979,2,16,1,2713,90.43,35876.472,48,83449734.18,7821.612779,28054.85922,51.276105,4.051236,Zeeland,4-7-2019
ADF0067,87,2,Vodafone,56,Alphen aan den Rijn,253.7688187,14.87106932,8,15,0,2898,96.6,5891.1,0,43002.6015,2063.631079,3827.468921,52.1276577,4.6688508,Zuid-Holland,28-3-2019
ADF0538,45,1,KPN,44,Harderwijk,170.3677012,44.3168459,5,15,2,343,11.43,4951.356,26,965185.4366,4622.585859,328.7701408,52.3422025,5.6367423,Gelderland,29-12-2018
ADF1578,2,1,KPN,29,Lelystad,271.3776263,29.11067608,7,8,1,554,18.47,364.26,29,3391.0479,123.2507752,241.0092248,52.518537,5.471422,Flevoland,13-2-2019
ADF1792,389,1,Vodafone,26,Den Helder,385.9733752,39.93086477,4,11,2,2073,69.1,8424.8976,174,2531.7246,6798.875243,1626.022357,52.9562808,4.7607971,Noord-Holland,3-8-2019
ADF1698,273,1,Ben,34,Tilburg,254.7162492,18.66543401,3,11,3,1266,42.2,4916.964,52,105176.2051,4407.814592,509.1494075,51.560596,5.0919143,Noord-Brabant,11-7-2019
ADF0484,22,1,KPN,55,Soest,155.1378312,37.95586263,7,13,1,110,3.67,847.1328,40,1212.2646,685.4945355,161.6382645,52.1763515,5.299197,Utrecht,9-4-2019
ADF1178,687,5,Vodafone,96,Harderwijk,437.5538472,39.33375455,4,11,3,4229,140.97,3065.8248,9,1710288.004,1952.752248,1113.072552,52.3422025,5.6367423,Gelderland,27-5-2019
ADF1768,84,3,TELE2,27,Assen,485.2929494,28.37244407,3,12,1,1243,41.43,7537.5,219,16262.5264,4754.461585,2783.038415,52.992753,6.5642284,Drenthe,22-5-2019
ADF0370,5,1,TELE2,65,Beemster,198.3350051,19.20724297,7,9,3,579,19.3,204.552,17,8.9033,69.52102614,135.0309739,52.5475586,4.9133323,Noord-Holland,3-6-2019
ADF1265,88,2,Vodafone,54,Arnhem,177.3202008,11.2815967,10,13,0,108,3.6,4246.4448,57,200597.3955,980.6451521,3265.799648,51.9851034,5.8987296,Gelderland,4-5-2019
ADF0549,112,1,TELE2,29,Heusden,145.6382122,27.28450555,8,15,2,784,26.13,6823.2024,10,9725620.331,5957.098265,866.1041353,51.733004,5.1382786,Noord-Brabant,11-8-2019
ADF0278,45,1,Telfort,84,Bronckhorst,320.4273192,6.780241825,7,14,3,1751,58.37,1403.712,13,38616.0938,398.8008288,1004.911171,52.0755954,6.1808918,Gelderland,13-3-2019
ADF1124,116,1,Ben,21,Berg en Dal,485.9667058,28.4019058,7,9,3,306,10.2,2397.1488,2,307292.1416,1104.632958,1292.515842,51.8181209,5.9200815,Gelderland,11-1-2019
ADF1518,489,1,Vodafone,46,Geertruidenberg,250.5239094,15.17224267,4,12,2,464,15.47,7491.0624,14,1091314.839,4783.767671,2707.294729,51.7023659,4.8499781,Noord-Brabant,21-3-2019
ADF0138,144,4,Ben,98,Rotterdam,172.2934288,4.555017131,6,14,3,214,7.13,28041.372,181,3111037.6,17738.77703,10302.59497,51.9244201,4.4777326,Zuid-Holland,21-3-2019
ADF0263,9,1,KPN,63,Zuidplas,355.3361437,37.47984503,8,12,2,121,4.03,750.732,0,1674288.928,486.3712686,264.3607314,52.0067577,4.5827851,Zuid-Holland,6-3-2019
ADF1194,148,1,KPN,53,Zaanstad,439.8242054,20.88376963,8,12,3,3961,132.03,3211.0824,5,281.1289,1941.696403,1269.385997,52.4579659,4.7510425,Noord-Holland,31-5-2019
ADF1140,28,2,Ben,49,Tilburg,436.7178971,24.06470421,6,10,0,4254,141.8,2626.2,0,62764.5781,823.4181449,1802.781855,51.560596,5.0919143,Noord-Brabant,1-6-2019
ADF1276,207,3,Vodafone,28,Rotterdam,346.5541329,30.75056265,7,13,1,2312,77.07,4399.6272,65,75.4766,2604.106082,1795.521118,51.9244201,4.4777326,Zuid-Holland,14-4-2019
ADF1240,69,2,T-Mobile,31,Landsmeer,289.5883543,55.21254955,6,11,3,133,4.43,3861.54,41,371358.8438,1058.822198,2802.717802,52.4403382,4.9209232,Noord-Holland,9-5-2019
ADF1819,539,1,KPN,74,Rotterdam,247.7291476,24.06875627,3,11,2,2267,75.57,11286.636,9,481.8535,9305.019266,1981.616734,51.9244201,4.4777326,Zuid-Holland,16-4-2019
ADF1615,38,1,Ben,53,Amsterdam,356.8628255,9.636328358,5,12,4,2019,67.3,708.804,6,1322753.892,475.2570757,233.5469243,52.3702157,4.8951679,Noord-Holland,30-5-2019
ADF1305,164,1,KPN,42,Amersfoort,375.0766295,5.846963699,5,12,0,3702,123.4,5007.6984,9,171480.7383,3492.249405,1515.448995,52.1561113,5.3878266,Utrecht,27-5-2019
ADF1724,375,4,Telfort,66,Drimmelen,-65.52702426,23.39253797,6,12,1,395,13.17,5832.1584,31,4537371.109,3763.8817,2068.2767,51.7085524,4.8034905,Noord-Brabant,15-9-2019
ADF1884,147,3,Vodafone,70,Delft,149.2570784,31.14575006,5,9,0,2347,78.23,3524.9688,7,31568.833,1636.192985,1888.775815,52.0115769,4.3570677,Zuid-Holland,6-4-2019
ADF1982,57,1,Ben,69,Tilburg,453.9479998,18.25247817,7,13,6,904,30.13,966.78,0,45187.7549,551.9675786,414.8124214,51.560596,5.0919143,Noord-Brabant,27-2-2019
ADF0541,157,1,Ben,91,Den Haag,173.2591176,29.60505006,8,11,1,167,5.57,5312.9136,34,462925.0332,1532.96274,3779.95086,52.0704978,4.3006999,Zuid-Holland,24-4-2019
ADF1703,107,3,Telfort,91,Geldrop-Mierlo,26.90816071,8.045065799,3,14,1,128,4.27,5163.18,90,101.5117,4637.604907,525.5750934,51.4324472,5.5829701,Noord-Brabant,6-2-2019
ADF1238,311,4,Ben,39,Westland,282.8010048,18.32520188,4,10,1,682,22.73,3828.2472,65,1966650.778,2578.0009,1250.2463,51.9991757,4.217457,Zuid-Holland,21-5-2019
ADF1581,6,1,KPN,68,Barendrecht,70.07788335,-2.532656573,3,13,1,3702,123.4,392.988,33,114.2627,299.1494496,93.83855039,51.8515088,4.5485809,Zuid-Holland,29-5-2019
ADF1095,14,4,Ben,21,Enschede,365.5575792,41.1788036,3,11,4,115,3.83,1791.468,0,2368606.361,335.7685718,1455.699428,52.2215372,6.8936619,Overijssel,27-5-2019
ADF1038,8,2,TELE2,80,Hendrik-Ido-Ambacht,571.6468974,26.99514589,3,11,0,2202,73.4,355.6344,0,161.8057,302.1081773,53.52622272,51.8423973,4.6395056,Zuid-Holland,21-7-2019
